pose,ENER,GRMS,DELTA,BOND,ANGL,UREY,DIHE,IMPR,VDW,ELEC
60,-40.33318327587658,2.4186526058070887,0.0,-0.00012836002788585432,2.5200619181209305e-05,6.751987424502559e-06,1.6654777619251604e-06,-2.4689909318524605e-06,0.00012425059549237005,-2.099727739057755e-05
61,-40.281743543943605,2.1214305658119224,0.0,-0.0002057456183417461,-7.679583409636592e-06,1.6304419656693048e-05,1.1023935985399191e-05,-4.207848186074323e-06,0.00018614636841540744,-1.1733092684096391e-05
62,-40.24732634547653,2.2871808731407763,0.0,-6.408904996035858e-06,4.303706932695661e-05,1.7018612881031236e-06,-1.7783654478797928e-05,2.2891491820503304e-06,6.432961757951716e-06,-9.255131768526326e-06
63,-40.2266230786195,2.2357300786283427,0.0,-0.00019270949674110582,1.3370891852382272e-05,7.000532443818264e-06,1.7304267439399723e-05,-7.856906497662186e-07,0.00016440839921649797,-1.3249475454557569e-05
64,-40.19319658197481,2.478929312937811,0.0,-0.00010704240734460413,-4.87521738827823e-05,1.4070804463098274e-05,4.0807045840196565e-06,-1.1124264530943534e-06,0.00015518884256238152,-1.6548626900814156e-05
65,-40.18634622220102,1.617470143141989,0.0,3.7979175526725584e-05,7.149150046625863e-06,-8.958028876182578e-07,-4.027320826160974e-06,-4.510797779787648e-07,-1.7463720688226658e-05,-1.241036808607987e-05
66,-40.02681374998307,2.421501731158757,0.0,-1.2008726408829773e-05,-3.8070809271317785e-05,-4.211566398223954e-06,-5.276406684018298e-06,5.161417677215785e-06,7.853753354325477e-05,-1.0843422350248488e-05
67,-39.9527830893988,2.9359704620916105,0.0,4.6859597823578625e-05,3.684635013101456e-06,-8.938787437184903e-06,-7.426659626830201e-06,8.787179963942737e-07,-6.356656700745589e-05,1.4400004269887745e-05
68,-39.95219449407806,0.9972870237227744,0.0,0.0001337451314631366,2.1793080890564198e-05,-9.586439874267882e-06,-4.629274614309509e-06,1.749839650625612e-07,-0.00017708923401116294,2.3625370175750504e-05
69,-39.81117743618924,1.88120605593598,0.0,-0.0001252912410851792,-1.402973522690587e-06,8.066466257963811e-06,-8.349746901004096e-06,2.7243551770370425e-06,0.0001583422632869258,-1.887557415614083e-05
70,-39.79467959432321,2.2552440761090597,0.0,-0.00011200914082976077,3.2655333328968084e-05,3.3766277320740334e-06,-1.8593647448383877e-06,-1.2058067477378406e-06,7.202219945767752e-05,7.643098989262853e-07
71,-39.69982440793114,1.2727382373817138,0.0,-0.0001030919846745082,-2.0648518329835497e-05,1.0001596357486764e-05,-3.027215480955192e-06,5.748926449481231e-07,0.00012499814306288215,-7.895966550819367e-06
72,-39.63803653512368,2.047284618752041,0.0,-2.6705084834155457e-05,-2.819720918889601e-05,-2.365319685143641e-06,4.470556977942408e-06,1.8521904461728245e-07,3.9585151021981346e-05,-2.151432445529622e-06
73,-39.586005778974915,1.100972808094944,0.0,1.6008793088939655e-06,-8.562099609754625e-06,-4.552181820771661e-06,5.361084252086812e-07,4.713220821340319e-06,2.404466010652584e-05,-1.0024030173028109e-05
74,-32.2959772526354,2.428035524537315,0.0,-3.325668585296704e-05,1.2036968938478054e-05,6.811994732291993e-06,-4.031786620117828e-06,6.666174755948218e-07,1.9931827614172448e-05,-1.0618846655319203e-06
75,-39.55238905981147,2.0176405955992838,0.0,0.00018875100420223667,-4.662780558994939e-06,-5.621127262753212e-06,1.971883848206346e-06,-2.0444022730443934e-06,-0.00017870933888808338,1.8427471076165602e-05
76,-39.448556030850604,2.1334907732441444,0.0,-5.579037404501719e-06,-3.1657981638399946e-05,3.933072352357847e-06,-7.940700849751181e-06,3.4639229262367274e-06,3.0222132760826526e-06,4.43801116745135e-06
77,7.843376890653916,5.5212415899765155,0.0,0.00011208754608360572,9.399333377402286e-06,-7.429908127826179e-06,-2.6405036761545375e-06,6.863190035438088e-07,-9.247911016352361e-05,6.1780445719250565e-06
78,-39.34713928309915,2.197973773781442,0.0,-2.3470603993436256e-05,-4.976015827740099e-05,2.3633462281347217e-06,1.8245699324737075e-06,6.019125278877019e-07,5.348877746946812e-05,-1.7431447858484717e-06
79,-39.26170321746918,2.5524632425992966,0.0,2.784351952378472e-05,1.3174226240142417e-05,-3.5350790509314223e-06,8.51392607703616e-06,-1.8214606048094426e-06,-3.451182468872105e-05,7.029577501427298e-06
80,-39.25871246812238,2.3548421455183113,0.0,7.895963996018551e-05,-9.234436360916476e-06,-8.649443667310686e-06,-8.57932278375273e-06,-2.301464733806685e-08,-5.136459036414465e-05,6.403544755784196e-06
81,-39.185167990567756,1.9258390587425542,0.0,-0.0001889745070933202,3.395775066872275e-05,1.729348133841513e-05,-1.1491788933781777e-06,4.78078957559698e-06,0.00015947751906608687,-2.4513906584644474e-05
82,-39.166214532865546,2.0434817467552477,0.0,0.00014131149453233682,1.1711989870377693e-05,-8.247479556106052e-06,6.04667361336908e-06,-1.8646219420073024e-06,-0.00015528095357097982,2.0508281838971243e-05
83,-39.15727494277212,2.039200797954864,0.0,-0.0001905688785530657,3.2615383404266396e-05,9.130685524508242e-06,6.716548702989655e-06,-6.395690061921852e-07,0.0001537601916119513,-8.546842858336845e-06
84,-39.12950263635017,2.5804828166407536,0.0,-0.00013504731680358262,-2.82921125087654e-05,1.339872331578007e-05,6.342218152433077e-06,-3.415958017680479e-06,0.00011690476851811127,9.516340037762916e-06
85,-39.11493042233329,2.265569977293006,0.0,-2.1346949756750888e-05,1.2876704944542183e-05,4.217130746136943e-06,6.415252475910904e-06,-1.059187030043665e-06,5.596959709919247e-06,-4.69619774179364e-06
86,-39.11385079141486,2.2558865584058667,0.0,-9.338281850457264e-05,1.816898214768159e-05,1.1428071951424812e-05,-4.049500065050893e-06,-1.2048949091843925e-06,9.442398084047454e-05,-3.04607826659975e-05
87,-39.08065946641519,1.666419185069853,0.0,5.598617023316876e-06,-1.0949750793187718e-05,-6.1023153700157096e-06,3.5404078797540706e-06,-2.864373418070762e-06,2.437201477079043e-06,9.496249759877173e-07
88,-39.043431745799204,1.7023818900260306,0.0,-0.00029200332424705877,-7.24918494565685e-06,2.2732509162265435e-05,7.253135745344252e-07,1.2836680136942002e-06,0.00024836672777439617,-1.0534876546230976e-05
89,-38.952380792300424,2.8065556289981144,0.0,-7.536072254343829e-05,5.778631798891709e-05,4.9464722614855905e-06,-3.963716129540273e-06,-3.3246121903564296e-07,3.032707472527818e-05,-1.7730005581029218e-05
90,-38.94774164810632,2.1357855230869376,0.0,-2.6926527595172445e-05,-1.88141043517831e-05,6.155377941102769e-06,2.340071759476814e-06,1.1477322522674555e-07,7.00770850201593e-05,-1.6273760401475101e-06
91,-38.88594465749762,1.0292215887774256,0.0,-8.39434066126632e-05,-2.928365203747063e-05,1.1329474463805944e-05,6.733776043432727e-07,-4.382478101703884e-06,0.00011735724162065253,-1.3105803081003842e-05
92,-38.87351914862534,2.4574665030128937,0.0,-4.964695152764875e-07,3.0537550504750044e-05,-2.0148075684373046e-06,4.035989578099475e-07,-1.941137819771316e-06,-4.683053868959064e-05,1.6129320883351284e-06
93,-2.835938352159216,5.179968281306757,0.0,8.63036178611054e-06,-5.6425688755190606e-05,9.27868498681872e-06,1.67127003702916e-06,4.593587856881881e-07,2.3884427026388266e-05,2.3759757663555092e-06
94,-38.77818547278835,2.2384585589057524,0.0,0.00013273695178761535,-3.7291323000232524e-05,-1.6008329332073412e-05,1.1305462469302086e-05,-1.572203370695316e-06,-0.00014212160229476467,3.2221517429320556e-05
95,-38.7710837676908,1.4491795593007604,0.0,-0.0001884571158883297,-4.333229446773501e-05,9.55084226306191e-06,-1.5324927904458718e-07,-3.8502803767406085e-06,0.00022901294400767824,-1.2089658143921156e-05
96,-38.76744495488892,2.1717792005718306,0.0,4.924531334182802e-05,6.398921025496662e-06,5.390070724045626e-06,-8.185395703463882e-07,1.1858338744424879e-06,-4.8513412894024555e-05,-2.058442252206305e-06
97,-38.76457818838381,2.0598944304128994,0.0,-0.00012413096844610116,-3.1578149049860116e-05,7.555728388175531e-06,-4.802370534129352e-06,-2.743075869493343e-06,0.00015953093378939798,-1.8462906952620983e-05
98,-38.728343794093824,2.5896032971360476,0.0,0.00013960457306905205,-8.271007662763452e-06,-8.40772600245454e-06,1.8375543824333818e-06,-2.208622954665354e-06,-0.00013856549859525558,1.2950836190128712e-05
99,-38.696670600703676,2.0257502105486367,0.0,1.3635173767845288e-07,3.322839211339357e-05,-7.146573437200043e-08,-3.441944435245148e-06,1.3465514102067172e-06,-3.0934432137641465e-05,-1.4049166079388442e-06
100,-38.682897590268375,1.9391781976299267,0.0,-0.00011479425553151401,2.0511248216337208e-05,9.127768504313405e-06,5.927343993405998e-07,3.4850725635221513e-08,9.018026963225623e-05,-1.167760240328164e-05
101,75.01793096657576,8.529238769971823,0.0,-3.7883204833333295e-05,-1.9103845057877322e-05,4.47929908492517e-06,5.258815419573182e-06,1.5777873310042143e-06,2.5708340533725504e-05,4.075734606701076e-06
102,-38.66096296930371,1.8437089389539127,0.0,5.5785358854087974e-05,-6.268266599995798e-06,-1.0485050538175389e-05,2.6119163294424652e-06,2.51957463948127e-07,-6.604230389939403e-05,4.691544077672916e-06
103,-38.63608214296669,1.6868237582636683,0.0,-1.624745416806128e-05,2.3339975951053304e-05,2.4435919750709356e-06,-1.2253333101064356e-05,3.942473181489485e-06,3.579417020560527e-05,-1.4931220722047556e-05
104,-38.61833561603628,2.281894793264697,0.0,0.00014754891849011464,2.4382889905361083e-05,-9.333167724362434e-06,1.3168651477712956e-05,-6.0999775268813505e-06,-0.00016449314220068345,1.5484825619083153e-05
105,-38.57068977106823,2.4747254541197288,0.0,-9.361894106385549e-06,4.6237576400542935e-05,-3.44693841577981e-06,-1.953508095731138e-06,2.71191440805868e-06,-2.7562700772421067e-05,4.9715954020257414e-08
106,-38.522224001302526,1.9759613666391385,0.0,-0.00022571075648158967,-2.2820480463980886e-05,1.3148418373021276e-05,4.980127051190664e-06,1.608404553810755e-06,0.00020406050915688922,-2.6103562298374072e-06
107,-38.467909598564624,2.64421388260231,0.0,1.8642659334044964e-05,2.7992463296211412e-05,7.677390680929652e-06,6.188933333817204e-06,-2.7005314254396895e-06,-3.2942783295908384e-05,-6.016703366640286e-07
108,-38.444141916431924,1.7524816053538754,0.0,-0.00015494447148789448,2.1807405572005223e-05,1.400407449364538e-05,-2.929691388153799e-06,4.950478037537599e-06,0.00011939633170143793,6.04622352184947e-07
109,-38.443787782604375,2.499623764002109,0.0,-4.0490724271258216e-05,4.01444737718748e-05,-3.675004059816578e-06,1.1792358189488539e-05,-3.5796870837372097e-06,5.95035191786053e-06,-6.212813511652371e-06
110,-21.280066636462458,3.437292946808669,0.0,-0.0002012026205708839,-2.8175593965507062e-05,5.3669389604993345e-06,5.410546277673234e-06,-3.997747973615712e-07,0.00018080208912074625,-6.6900329329655506e-06
111,-38.42656035881028,0.9967270435224691,0.0,4.358275846283455e-05,1.8033080245949407e-05,-5.359448600875116e-06,-8.129471975593106e-07,-2.4437631455549724e-06,-5.4826209584746266e-05,2.817130241083987e-06
112,-38.40574867616785,1.2121981996271742,0.0,-4.291849946636006e-05,9.514982561853458e-06,2.4215724589438103e-06,-4.157013231420592e-07,-5.384884217522756e-08,3.628427561608305e-05,4.0384837411977514e-06
113,-38.390145457096246,1.9693093367968744,0.0,-3.639006929412325e-05,7.804522621057686e-06,-3.955925561863194e-06,6.5818485630586565e-06,-4.834137440588859e-06,-1.808122211421903e-05,2.7592075268145777e-05
114,-38.36281096638463,2.012965425138972,0.0,-3.953179752214098e-05,-5.2700099971936254e-05,3.582141861746546e-06,-1.6894034313708062e-06,-2.4560194605057623e-06,8.191881591734784e-05,-8.591932285639814e-07
115,-38.31376617827248,2.419014055433259,0.0,-0.00013987040799445793,4.2599193187164985e-05,1.122785300222695e-05,4.503012960732633e-06,1.8249931600169966e-06,7.307419894786449e-05,-1.9610218391363787e-06
116,-38.309844233661764,1.6618479246365627,0.0,-8.770853602579898e-05,-3.458264766464936e-05,1.3604282965568038e-06,8.014164718517236e-07,4.834217432590597e-06,0.00012719767732782827,-6.6100690006010154e-06
117,-38.2722773243388,2.061748728713203,0.0,-8.021415002290588e-05,-2.8348940651845567e-05,2.588318640001086e-06,3.901533747630026e-06,1.9111068343237794e-06,8.042386595796813e-05,-2.3601583443166874e-07
118,10.356121077784808,5.523287028208032,0.0,6.964192134328862e-05,-2.7455005084053852e-05,-3.885199751710311e-06,1.9689476342676926e-06,2.7441874440366915e-06,-3.8823551271605083e-05,4.5910607244792345e-06
119,-38.23087336157658,1.4533679749333888,0.0,5.9428606224543046e-05,-1.0504220250062701e-05,-1.6201269066595803e-06,-1.152557397077203e-06,-3.8146217223918727e-06,-4.6616317559866616e-05,1.3642008260816851e-05
120,-38.222076689291534,1.7412910706971938,0.0,2.4332016617556462e-05,7.429032696570914e-06,-1.1086273313531958e-05,-1.990766054227322e-06,-9.262292077778095e-07,-6.48498717481516e-06,-2.70623942100201e-06
121,-38.17770764159169,2.2167533588778188,0.0,-1.2997452206731097e-05,7.219950614700821e-06,-1.1526062201894227e-07,2.6555398164873623e-06,9.607403213610088e-08,5.397839043297381e-06,-5.873758368579729e-08
122,-38.154372279790586,2.4986710272445305,0.0,-5.6164097503197397e-05,5.3893387258696634e-05,1.5949231082779125e-06,4.3395586875050185e-06,-6.038400706424515e-07,-6.313992884088293e-07,3.725637263585213e-06
123,-38.12172121629895,1.6479462665196505,0.0,7.940178978316226e-05,-3.5693974192341216e-05,-9.474388411173651e-06,1.2164232944478215e-05,-2.510811477861308e-07,-7.218413126963696e-05,2.591209461044741e-05
124,-38.08558647377865,1.3504791379817678,0.0,6.835563464835381e-05,1.8431214478642488e-05,-9.189475392301638e-06,4.32889244006418e-06,1.002834824062257e-06,-9.05241872732887e-05,3.1024407221025285e-06
125,-12.160444542677693,3.8331928839934877,0.0,-7.228926181346296e-05,3.25091920947429e-05,2.1651646328890717e-06,1.0286068543585714e-05,-4.09040796208425e-06,6.191348405160113e-05,-1.690580598712188e-05
126,-38.072345485190446,2.680712998583381,0.0,9.252823841920943e-05,-6.265204564037674e-06,-6.277017368522264e-07,-7.4357728117036e-06,-2.035340544834577e-06,-6.135222327863232e-05,-2.4170713999183135e-06
127,-38.052758930576346,2.273869992065117,0.0,-3.480146135603768e-05,-2.1664501946627723e-05,-2.2118972825002636e-06,-1.7486047552139894e-06,1.005684327790718e-06,6.846989174036366e-05,-7.377458251411895e-06
128,-38.045892323000345,1.893572145586993,0.0,-0.00010999447022652653,9.66394390289338e-07,8.655853647107636e-06,-7.88114721483879e-06,4.930765575649962e-06,0.00010664442290675424,-2.9802879275564464e-07
129,-38.00536871664081,2.074311526408078,0.0,-4.520684847530987e-05,-1.1328946109223637e-05,3.8529318949209745e-06,2.922615998990352e-06,2.6280957633791763e-06,7.538596337575143e-05,-6.689088655420505e-06
130,-37.97623827512584,0.9626723677868516,0.0,-0.00023190254537230892,3.371826954490231e-05,1.0853145147204923e-05,-2.373640980657399e-06,-1.5550010663539088e-06,0.0001911318757361613,-2.3102961241860953e-05
